factor,gene,protein_name,loading
13,Rprd1a,regulation of nuclear pre-mRNA domain containing 1A,0.0031285440173475097
13,N4bp2l2,NEDD4 binding protein 2-like 2,0.0031267724606929763
13,Mast3,microtubule associated serine/threonine kinase 3,0.0030980982429807463
13,Setbp1,SET binding protein 1,0.003089583711850447
13,Dnm1l,dynamin 1-like,0.0030826544432834713
13,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",0.0030584511023113324
13,Ep300,E1A binding protein p300,0.0030499016976858646
13,Nsd2,nuclear receptor binding SET domain protein 2,0.0030496093274863375
13,Ocrl,"OCRL, inositol polyphosphate-5-phosphatase",0.003034845103188941
13,Ppp2r3a,"protein phosphatase 2, regulatory subunit B'', alpha",0.003023108407296727
13,Slc6a6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",0.0030171677501191025
13,Rab40c,"Rab40C, member RAS oncogene family",0.0030130225701910985
13,C1ql3,C1q-like 3,0.0029974675821429412
13,Prickle2,prickle planar cell polarity protein 2,0.002972306596776974
13,Rpl6,ribosomal protein L6,0.002964678312265896
13,Nptxr,neuronal pentraxin receptor,0.0029605571931545813
13,Slc22a17,"solute carrier family 22 (organic cation transporter), member 17",0.0029558570188353128
13,Pibf1,progesterone immunomodulatory binding factor 1,0.002954297325591978
13,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1,0.0029414090381096746
13,H3f3b,H3.3 histone B,0.002894990039417073
13,Prkag2,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit",0.00287309414285004
13,Ppp1r12b,"protein phosphatase 1, regulatory subunit 12B",0.002861871084618238
13,Kbtbd11,kelch repeat and BTB (POZ) domain containing 11,0.0028470149901368823
13,Prickle1,prickle planar cell polarity protein 1,0.0028424283226738912
13,Tcaf1,TRPM8 channel-associated factor 1,0.0028189832695890323
13,Agfg1,ArfGAP with FG repeats 1,0.0027971062512421587
13,Ash1l,ASH1 like histone lysine methyltransferase,0.002790640037996404
13,Btrc,beta-transducin repeat containing protein,0.0027854933452815304
13,Epha3,Eph receptor A3,0.0027829024562185606
13,Phyhipl,phytanoyl-CoA hydroxylase interacting protein-like,0.002779213881744623
13,Fyn,Fyn proto-oncogene,0.002776816993582575
13,Pwwp2a,PWWP domain containing 2A,0.0027651632153889707
13,Apba1,amyloid beta precursor protein binding family A member 1,0.0027302635877262675
13,Zmat4,"zinc finger, matrin type 4",0.0026953567826622777
13,Dhx30,DExH-box helicase 30,0.002689160390658563
13,Arhgap35,Rho GTPase activating protein 35,0.0026286463876550475
13,Dnm3,dynamin 3,0.002620657674331711
13,H3f3a,H3.3 histone A,0.002593293184186482
13,Uvrag,UV radiation resistance associated gene,0.0025875385467123957
13,Ogfrl1,opioid growth factor receptor-like 1,0.002570277048950755
13,Camkv,CaM kinase-like vesicle-associated,0.002567816746168002
13,Tpp2,tripeptidyl peptidase II,0.002561979359432075
13,Cnrip1,cannabinoid receptor interacting protein 1,0.0025564176985995047
13,Rpl24,ribosomal protein L24,0.002517870656736879
13,Ago3,argonaute RISC catalytic subunit 3,0.002489639553050985
13,Fam163b,"family with sequence similarity 163, member B",0.002479969052336035
13,Luc7l3,LUC7-like 3 (S. cerevisiae),0.0024721953458739627
13,Kif26b,kinesin family member 26B,0.0024437614492108187
13,Ksr1,kinase suppressor of ras 1,0.002416571107953462
13,Acyp2,"acylphosphatase 2, muscle type",0.0024039205289181145
13,Msra,methionine sulfoxide reductase A,0.0023680288407677123
13,Sf3b1,"splicing factor 3b, subunit 1",0.0023459315995027906
13,Foxn3,forkhead box N3,0.00232986738787534
13,Mapk14,mitogen-activated protein kinase 14,0.0022317544134164732
13,Vps54,VPS54 GARP complex subunit,0.0021962736378636676
13,Daam1,dishevelled associated activator of morphogenesis 1,0.0021706554263705344
13,4732471J01Rik,RIKEN cDNA 4732471J01 gene,0.0021235817057061895
13,Wdr47,WD repeat domain 47,0.0021032906895115614
13,Arhgef28,Rho guanine nucleotide exchange factor 28,0.0020981698685764534
13,Tmem135,transmembrane protein 135,0.0020932016281767674
13,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",0.002060219130363752
13,Sesn1,sestrin 1,0.0020293222710725638
13,Ttc8,tetratricopeptide repeat domain 8,0.0020197579439575203
13,Ccar1,cell division cycle and apoptosis regulator 1,0.0019806514043394967
13,Epb41,erythrocyte membrane protein band 4.1,0.0019750896976953
13,Fry,FRY microtubule binding protein,0.0019747943416534982
13,Sntb2,"syntrophin, basic 2",0.0019644800105116365
13,Hspa12a,heat shock protein 12A,0.0019575054722641896
13,Spock2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2",0.0019574688124247945
13,Rapgef2,Rap guanine nucleotide exchange factor (GEF) 2,0.0019388790247884997
13,Faah,fatty acid amide hydrolase,0.0019249767334785575
13,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",0.0019082663438301122
13,Fbxl17,F-box and leucine-rich repeat protein 17,0.0018766022761684
13,Tpt1,"tumor protein, translationally-controlled 1",0.0018761793457109115
13,Cplx2,complexin 2,0.0018629801291508746
13,Lpp,LIM domain containing preferred translocation partner in lipoma,0.0018604685523573325
13,Acbd6,acyl-Coenzyme A binding domain containing 6,0.00185470481550615
13,Relch,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",0.0018405492312021645
13,Rnf130,ring finger protein 130,0.001788338137954227
13,Abhd12,abhydrolase domain containing 12,0.001786687999201364
13,Fam135a,"family with sequence similarity 135, member A",0.0017754473181071774
13,Nfia,nuclear factor I/A,0.001750169870668708
13,Prrt1,proline-rich transmembrane protein 1,0.0017347924945725545
13,St7l,suppression of tumorigenicity 7-like,0.0017237589549096415
13,Hacd3,3-hydroxyacyl-CoA dehydratase 3,0.0016663764533917623
13,Senp7,SUMO1/sentrin specific peptidase 7,0.0016619130559834094
13,Top1,topoisomerase (DNA) I,0.0015819649100338872
13,Spire1,spire type actin nucleation factor 1,0.0015761674842356822
13,Serinc1,serine incorporator 1,0.0015711516970889374
13,Asxl2,ASXL transcriptional regulator 2,0.0015690986317210413
13,Itpr1,"inositol 1,4,5-trisphosphate receptor 1",0.0015544648273110293
13,Plppr2,phospholipid phosphatase related 2,0.0015353962317608578
13,4930578G10Rik,RIKEN cDNA 4930578G10 gene,0.0015099954552781538
13,Sik3,SIK family kinase 3,0.0014993485574334728
13,Pdpk1,3-phosphoinositide dependent protein kinase 1,0.0014956624811442274
13,Acin1,apoptotic chromatin condensation inducer 1,0.0014853878748978273
13,Esyt2,extended synaptotagmin-like protein 2,0.0014469103102941127
13,Plppr5,phospholipid phosphatase related 5,0.001371610909307357
13,Norad,non-coding RNA activated by DNA damage,0.001272168189600592
13,Med13,mediator complex subunit 13,0.0012573711131274891
13,Slc25a23,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23",0.0012344216934461758
13,Spock3,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3",0.0012254361061241163
13,Nsd3,nuclear receptor binding SET domain protein 3,0.0012215191727011643
13,C2cd5,C2 calcium-dependent domain containing 5,0.001210381980854418
13,B230209E15Rik,RIKEN cDNA B230209E15 gene,0.0012059684824519271
13,Flnb,"filamin, beta",0.00118362716751888
13,1500004A13Rik,RIKEN cDNA 1500004A13 gene,0.0011831913371772242
13,Ttc28,tetratricopeptide repeat domain 28,0.0011750107839140793
13,Rps6kb1,"ribosomal protein S6 kinase, polypeptide 1",0.001165351714902918
13,Gabra1,gamma-aminobutyric acid type A receptor subunit alpha 1,0.0011146010205092234
13,Tra2a,transformer 2 alpha,0.001081037658347281
13,Ube2d2a,ubiquitin-conjugating enzyme E2D 2A,0.0010612580772313192
13,Gnb1,"guanine nucleotide binding protein (G protein), beta 1",0.0010484173141563486
13,Sorbs1,sorbin and SH3 domain containing 1,0.001021988380706227
13,Pnma8b,PNMA family member 8B,0.0009983244617700418
13,Larp4b,La ribonucleoprotein 4B,0.0009841357461062299
13,Chd3,chromodomain helicase DNA binding protein 3,0.0009635587611997246
13,Cnih3,cornichon family AMPA receptor auxiliary protein 3,0.0009263088839313205
13,Trim44,tripartite motif-containing 44,0.0008744678760153075
13,Senp5,SUMO/sentrin specific peptidase 5,0.0008515459666402414
13,Stxbp1,syntaxin binding protein 1,0.0008508524568635653
13,Shank1,SH3 and multiple ankyrin repeat domains 1,0.0008437793868047468
13,Gfod1,glucose-fructose oxidoreductase domain containing 1,0.0008025512803148413
13,Mbnl1,muscleblind like splicing regulator 1,0.0007844305447639355
13,Ptpn4,"protein tyrosine phosphatase, non-receptor type 4",0.0007528732151280072
13,Ndufs4,NADH:ubiquinone oxidoreductase core subunit S4,0.000720134731993086
13,Rev1,"REV1, DNA directed polymerase",0.0006725918344822456
13,mt-Co3,cytochrome c oxidase subunit III,0.0006592376930000418
13,Cacnb4,"calcium channel, voltage-dependent, beta 4 subunit",0.0006355812790895314
13,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2,0.0006275405354569567
13,Dmxl1,Dmx-like 1,0.00058420439695675
13,Mtdh,metadherin,0.0005792887436966218
13,Canx,calnexin,0.0005519335652180473
13,Dscaml1,DS cell adhesion molecule like 1,0.0005292195822941313
13,Rpl18a,ribosomal protein L18A,0.000526215611585017
13,Dennd4a,DENN domain containing 4A,0.000489687697363497
13,Mrfap1,Morf4 family associated protein 1,0.00047432446278182933
13,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",0.00046034332648277
13,Pcca,"propionyl-Coenzyme A carboxylase, alpha polypeptide",0.0004352914226624076
13,Klf13,Kruppel-like transcription factor 13,0.0004342634026122684
13,Hspa8,heat shock protein 8,0.0004144089293548906
13,Fam219a,"family with sequence similarity 219, member A",0.0003769953297206714
13,Spata5,Unknown protein for Spata5,0.000340275302113777
13,Hectd1,HECT domain E3 ubiquitin protein ligase 1,0.0003362117417255742
13,Marchf7,membrane associated ring-CH-type finger 7,0.0002924482907733581
13,Rps23,ribosomal protein S23,0.00023958498054867195
13,Sptbn4,"spectrin beta, non-erythrocytic 4",0.00023296188066628245
13,Ggnbp2,gametogenetin binding protein 2,0.00023033988960404896
13,Sbf2,SET binding factor 2,0.00021439660191090518
13,Kcnip3,"Kv channel interacting protein 3, calsenilin",0.00020655133119021538
13,Scaper,S phase cyclin A-associated protein in the ER,0.00019101892290067244
13,Kif1b,kinesin family member 1B,0.00019064859101321598
13,Desi2,desumoylating isopeptidase 2,0.00018310661825145716
13,Khdrbs1,"KH domain containing, RNA binding, signal transduction associated 1",0.00015208775027378036
13,Camk2n1,calcium/calmodulin-dependent protein kinase II inhibitor 1,0.00014000722011944398
13,Dpysl2,dihydropyrimidinase-like 2,0.0001347504718503975
13,Caly,calcyon neuron-specific vesicular protein,3.1884461163348186e-05
13,Rab2a,"RAB2A, member RAS oncogene family",-1.005256771978163e-05
13,Galnt16,polypeptide N-acetylgalactosaminyltransferase 16,-1.3844716587169777e-05
13,Ankrd6,ankyrin repeat domain 6,-7.621145437424193e-05
13,Entrep2,endosomal transmembrane epsin interactor 2,-0.0001248961639744318
13,Ranbp17,RAN binding protein 17,-0.00014070817446135223
13,Rpl37a,ribosomal protein L37a,-0.00018231967966652774
13,Sparcl1,SPARC-like 1,-0.00019884087949973762
13,Agtpbp1,ATP/GTP binding protein 1,-0.0002163247060489722
13,Arl15,ADP-ribosylation factor-like 15,-0.0002230259757352032
13,Fam171b,"family with sequence similarity 171, member B",-0.0002472662044423505
13,Map7,microtubule-associated protein 7,-0.00027599919817345434
13,Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,-0.00030971301719730335
13,Rps14,ribosomal protein S14,-0.00031195355895501336
13,Reps2,RALBP1 associated Eps domain containing protein 2,-0.0003415125229865669
13,Aak1,AP2 associated kinase 1,-0.0003701926671520919
13,Usp15,ubiquitin specific peptidase 15,-0.0003824740966526535
13,Thada,thyroid adenoma associated,-0.00040539978992438396
13,Arl3,ADP-ribosylation factor-like 3,-0.0004445887001320175
13,mt-Nd2,NADH dehydrogenase subunit 2,-0.00046904925312418223
13,Sec63,"SEC63 homolog, protein translocation regulator",-0.00047837151714571276
13,Rras2,related RAS viral (r-ras) oncogene 2,-0.000507944405568982
13,Zzef1,"zinc finger, ZZ-type with EF hand domain 1",-0.0005177170859186708
13,Cdr1os,"cerebellar degeneration related antigen 1, opposite strand",-0.000522012590027191
13,Zranb2,"zinc finger, RAN-binding domain containing 2",-0.0005299687980652125
13,Ppp1r12a,"protein phosphatase 1, regulatory subunit 12A",-0.0005554575357017351
13,Garem1,GRB2 associated regulator of MAPK1 subtype 1,-0.0005908937824261752
13,Zeb1,zinc finger E-box binding homeobox 1,-0.0006017275785559704
13,Slc12a6,"solute carrier family 12, member 6",-0.0006313196484669625
13,Mtch2,mitochondrial carrier 2,-0.0006570855804696102
13,Ano6,anoctamin 6,-0.0006671160047411915
13,Abi2,abl interactor 2,-0.0007108642458380568
13,Zfhx4,zinc finger homeodomain 4,-0.0007537688926188452
13,Rapgefl1,Rap guanine nucleotide exchange factor (GEF)-like 1,-0.000823059860044592
13,Tafa1,TAFA chemokine like family member 1,-0.0008250499113659818
13,Ddx17,DEAD box helicase 17,-0.0008267594026276707
13,Tnpo3,transportin 3,-0.0008488528891739375
13,Nos1ap,nitric oxide synthase 1 (neuronal) adaptor protein,-0.0008547293082328129
13,Ddx50,DExD box helicase 50,-0.0008662110556732562
13,Fbxw7,F-box and WD-40 domain protein 7,-0.000875127303296247
13,Dock7,dedicator of cytokinesis 7,-0.0009346700873207695
13,Exoc5,exocyst complex component 5,-0.0009514238003519163
13,Lurap1l,leucine rich adaptor protein 1-like,-0.0009650094727588715
13,Fhit,fragile histidine triad gene,-0.0009824603493043568
13,Ncoa6,nuclear receptor coactivator 6,-0.0010060426532926873
13,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",-0.0010439262897762173
13,Prkacb,"protein kinase, cAMP dependent, catalytic, beta",-0.0010587328948054391
13,Rsbn1l,round spermatid basic protein 1-like,-0.0010740110364983527
13,Me3,"malic enzyme 3, NADP(+)-dependent, mitochondrial",-0.0010788082486401728
13,Adgrl1,adhesion G protein-coupled receptor L1,-0.0010982458900135879
13,Ranbp9,RAN binding protein 9,-0.0011373285216969061
13,Lrpprc,leucine-rich PPR-motif containing,-0.001157961862858372
13,Trp53bp1,transformation related protein 53 binding protein 1,-0.0011737999959359566
13,Eif4g3,"eukaryotic translation initiation factor 4 gamma, 3",-0.001183758782357506
13,Slc16a2,"solute carrier family 16 (monocarboxylic acid transporters), member 2",-0.0011873300995716804
13,Wdr37,WD repeat domain 37,-0.0011886612523381594
13,Pclo,piccolo (presynaptic cytomatrix protein),-0.0012167288849779547
13,Thoc2l,THO complex subunit 2-like,-0.0012314899084663199
13,Ppp6r2,"protein phosphatase 6, regulatory subunit 2",-0.001261686919263003
13,Raf1,v-raf-leukemia viral oncogene 1,-0.001291657677975636
13,R3hdm2,R3H domain containing 2,-0.0013320795733126522
13,Clvs1,clavesin 1,-0.0013655200773630117
13,Arf3,ARF GTPase 3,-0.001365951315303476
13,Tmcc1,transmembrane and coiled coil domains 1,-0.0013660276550920085
13,Kcnc3,"potassium voltage gated channel, Shaw-related subfamily, member 3",-0.0013916293555520773
13,Nipbl,NIPBL cohesin loading factor,-0.0014177616069752591
13,Dok6,docking protein 6,-0.0014337969114610334
13,Cep112,centrosomal protein 112,-0.0014583480549752522
13,Chm,CHM Rab escort protein,-0.001475257106120914
13,Psd3,pleckstrin and Sec7 domain containing 3,-0.0014815862249374426
13,Csnk2a1,"casein kinase 2, alpha 1 polypeptide",-0.0015135223372222675
13,Myo18a,myosin XVIIIA,-0.001525555079845288
13,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4,-0.0015314477549201748
13,Adk,adenosine kinase,-0.0015750178280509502
13,Ube4b,ubiquitination factor E4B,-0.0016086413879583545
13,Kcnip2,Kv channel-interacting protein 2,-0.0016219293766467685
13,Kif5c,kinesin family member 5C,-0.0016737666967428608
13,Numb,NUMB endocytic adaptor protein,-0.0016809040929845656
13,Gm49797,"predicted gene, 49797",-0.001686493648173768
13,Rps2,ribosomal protein S2,-0.0016868858694272864
13,Ddhd2,DDHD domain containing 2,-0.0016914765570420738
13,St7,suppression of tumorigenicity 7,-0.0017574473608571479
13,Map3k4,mitogen-activated protein kinase kinase kinase 4,-0.0017619061888463068
13,Pcdh17,protocadherin 17,-0.001764212731333799
13,Ftx,"Ftx transcript, Xist regulator, non-protein coding",-0.001765562313898679
13,Nt5c2,"5'-nucleotidase, cytosolic II",-0.0017735165749556438
13,Zfp704,zinc finger protein 704,-0.0017927414756394359
13,Gm14636,predicted gene 14636,-0.0017963949210269157
13,Paip2,polyadenylate-binding protein-interacting protein 2,-0.0018435670543024986
13,Ubac2,ubiquitin associated domain containing 2,-0.0018773052041760189
13,Rtn4rl1,reticulon 4 receptor-like 1,-0.0018803580637067263
13,Mib1,MIB E3 ubiquitin protein ligase 1,-0.0018953153857832708
13,Kif2a,kinesin family member 2A,-0.001935997166393795
13,Srcin1,SRC kinase signaling inhibitor 1,-0.0019532294072959777
13,Ap1g1,"adaptor protein complex AP-1, gamma 1 subunit",-0.0019571636211915093
13,Akap8l,A kinase anchor protein 8-like,-0.001993894249471543
13,Cul1,cullin 1,-0.002024319179520268
13,Rplp2,ribosomal protein lateral stalk subunit P2,-0.002027695364031996
13,Stard13,StAR related lipid transfer domain containing 13,-0.0020437198984831193
13,Kif21a,kinesin family member 21A,-0.002065497647919537
13,Sec14l1,SEC14-like lipid binding 1,-0.0020728382305010003
13,Araf,"Araf proto-oncogene, serine/threonine kinase",-0.0020752642650669673
13,Wasl,WASP like actin nucleation promoting factor,-0.0020791884923539645
13,Dtd1,D-tyrosyl-tRNA deacylase 1,-0.0020894482439749694
13,Trim33,tripartite motif-containing 33,-0.0020987049522763366
13,Rbm5,RNA binding motif protein 5,-0.0021099119224304947
13,Ulk2,unc-51 like kinase 2,-0.0021614639824108764
13,Atp6v1b2,"ATPase, H+ transporting, lysosomal V1 subunit B2",-0.0021662560310071266
13,Cul3,cullin 3,-0.0021975665461059757
13,Pum2,pumilio RNA-binding family member 2,-0.0022073821412792187
13,Arhgap15,Rho GTPase activating protein 15,-0.0022140709837277376
13,Faf1,Fas-associated factor 1,-0.002227077313325314
13,Ccnh,cyclin H,-0.0022419747122364806
13,Zfp804b,zinc finger protein 804B,-0.002304421611770878
13,Rab6a,"RAB6A, member RAS oncogene family",-0.002315818046059808
13,Ndrg4,N-myc downstream regulated gene 4,-0.0023163487044934477
13,Hmg20a,high mobility group 20A,-0.0023281991745764275
13,Sdccag8,serologically defined colon cancer antigen 8,-0.0023556987121965928
13,Nav2,neuron navigator 2,-0.0023628265407292215
13,Aftph,aftiphilin,-0.002368203946614774
13,Rpl19,ribosomal protein L19,-0.0023850696070164975
13,A830018L16Rik,RIKEN cDNA A830018L16 gene,-0.0023942258082734
13,Nrp2,neuropilin 2,-0.002454814848807409
13,Ube2g1,ubiquitin-conjugating enzyme E2G 1,-0.002462496933029048
13,Hdac7,histone deacetylase 7,-0.002467110486428692
13,Ppp1r13b,"protein phosphatase 1, regulatory subunit 13B",-0.0024763677195023823
13,Taok1,TAO kinase 1,-0.0025370929799940576
13,Atf7,activating transcription factor 7,-0.0025381570428191975
13,Sptb,"spectrin beta, erythrocytic",-0.0025412032789206254
13,Micu3,"mitochondrial calcium uptake family, member 3",-0.002566807335992683
13,Bdnf,brain derived neurotrophic factor,-0.002591432079214811
13,Ppp1cb,protein phosphatase 1 catalytic subunit beta,-0.0025945274249921583
13,Usp25,ubiquitin specific peptidase 25,-0.0026594440112617836
13,Fam168a,"family with sequence similarity 168, member A",-0.002718843933111892
13,Wapl,WAPL cohesin release factor,-0.0027194421466261516
13,Strbp,spermatid perinuclear RNA binding protein,-0.0027415108655388467
13,Rbm6,RNA binding motif protein 6,-0.0027815231574398556
13,Mdm4,transformed mouse 3T3 cell double minute 4,-0.0027952099237809514
13,Brwd1,bromodomain and WD repeat domain containing 1,-0.002822406513723838
13,Srrm2,serine/arginine repetitive matrix 2,-0.0028257002992004457
13,Ablim3,"actin binding LIM protein family, member 3",-0.0028257711522981423
13,Fto,FTO alpha-ketoglutarate dependent dioxygenase,-0.0028707334095614207
13,Psap,prosaposin,-0.002907230106657542
13,Rab30,"RAB30, member RAS oncogene family",-0.002912494819915755
13,Nrp1,neuropilin 1,-0.0029336470622914664
13,Ildr2,immunoglobulin-like domain containing receptor 2,-0.0029358941305473083
13,mt-Co1,cytochrome c oxidase subunit I,-0.0029406455543970924
13,Cdh12,cadherin 12,-0.0029945171282616347
13,Scn3b,"sodium channel, voltage-gated, type III, beta",-0.0030078801166451277
13,Arhgef25,Rho guanine nucleotide exchange factor 25,-0.0030119940699084966
13,Cntnap5b,contactin associated protein-like 5B,-0.003026171725029233
13,Rabep1,"rabaptin, RAB GTPase binding effector protein 1",-0.003032093222999643
13,Grik4,"glutamate receptor, ionotropic, kainate 4",-0.0030359372854998345
13,Cstpp1,centriolar satellite-associated tubulin polyglutamylase complex regulator 1,-0.0030845357834801915
13,Pde4a,"phosphodiesterase 4A, cAMP specific",-0.0030961328999685794
13,Rasgef1a,"RasGEF domain family, member 1A",-0.003100656432303875
13,Pdzd4,PDZ domain containing 4,-0.003178065776202487
13,Arhgef9,CDC42 guanine nucleotide exchange factor 9,-0.003235111724349599
13,Pgm2l1,phosphoglucomutase 2-like 1,-0.0032361774560498735
13,Shisa6,shisa family member 6,-0.003254268821440605
13,Dpyd,dihydropyrimidine dehydrogenase,-0.003260484556164328
13,Grb2,growth factor receptor bound protein 2,-0.003276244184033079
13,Gng2,"guanine nucleotide binding protein (G protein), gamma 2",-0.003305743174319948
13,Crebbp,CREB binding protein,-0.0033097717248556156
13,Bclaf1,BCL2-associated transcription factor 1,-0.0033179340332386165
13,Tnrc6a,trinucleotide repeat containing 6a,-0.003330427562334558
13,Zc3h7a,zinc finger CCCH type containing 7 A,-0.0033692346804646504
13,Uggt2,UDP-glucose glycoprotein glucosyltransferase 2,-0.0033769021767722784
13,Ralgapa1,"Ral GTPase activating protein, alpha subunit 1",-0.0033916113701152073
13,Pgbd5,piggyBac transposable element derived 5,-0.0034085512212560488
13,Sncb,"synuclein, beta",-0.0034093154698839763
13,Zbtb18,zinc finger and BTB domain containing 18,-0.003416117613150677
13,Odf2,outer dense fiber of sperm tails 2,-0.0034242405390433528
13,Fmnl2,formin-like 2,-0.0034257941407271537
13,Igsf11,"immunoglobulin superfamily, member 11",-0.0034306057569911588
13,Scn1a,"sodium channel, voltage-gated, type I, alpha",-0.003453698831924641
13,Atp2b3,"ATPase, Ca++ transporting, plasma membrane 3",-0.003495413729756451
13,Slc25a36,"solute carrier family 25, member 36",-0.0035043285873711336
13,Foxo1,forkhead box O1,-0.0035045080524174917
13,Vgll4,vestigial like family member 4,-0.003518572382716442
13,Eef1a1,eukaryotic translation elongation factor 1 alpha 1,-0.003525605183079515
13,Rps8,ribosomal protein S8,-0.0035373245703830217
13,Atp8a2,"ATPase, aminophospholipid transporter-like, class I, type 8A, member 2",-0.00355231638322743
13,Pde4dip,phosphodiesterase 4D interacting protein (myomegalin),-0.003560458354829834
13,Sacs,sacsin,-0.0035801922743560867
13,Picalm,phosphatidylinositol binding clathrin assembly protein,-0.0035952715256960333
13,P4ha1,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide",-0.0036000233742502323
13,Rsf1,remodeling and spacing factor 1,-0.003664836587809595
13,Atp11c,"ATPase, class VI, type 11C",-0.003665379003717771
13,Rasgrf2,RAS protein-specific guanine nucleotide-releasing factor 2,-0.0037127270428341593
13,Gtf2i,general transcription factor II I,-0.003727383722515247
13,Rpl3,ribosomal protein L3,-0.0037296945876416476
13,Tulp4,TUB like protein 4,-0.0037493214756308423
13,Inpp4a,"inositol polyphosphate-4-phosphatase, type I",-0.0037804009426432588
13,Ptprk,protein tyrosine phosphatase receptor type K,-0.0037973103506386877
13,Ptpn3,"protein tyrosine phosphatase, non-receptor type 3",-0.003806943672635578
13,Sybu,syntabulin (syntaxin-interacting),-0.003818512874366017
13,Dync1i2,dynein cytoplasmic 1 intermediate chain 2,-0.003844464657885286
13,Ndfip1,Nedd4 family interacting protein 1,-0.0038455942981788977
13,Chd4,chromodomain helicase DNA binding protein 4,-0.0038525891478703557
13,Zfp407,zinc finger protein 407,-0.0039015115682141306
13,Neurod2,neurogenic differentiation 2,-0.003909375982808799
13,Nmnat2,nicotinamide nucleotide adenylyltransferase 2,-0.00391479202829483
13,Dnm1,dynamin 1,-0.003920612400617041
13,Eid1,EP300 interacting inhibitor of differentiation 1,-0.003952364836788024
13,Prkar1a,"protein kinase, cAMP dependent regulatory, type I, alpha",-0.004011527945973214
13,Tnks2,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",-0.00405796144507258
13,Ip6k1,inositol hexaphosphate kinase 1,-0.004062784659043101
13,Wdfy3,WD repeat and FYVE domain containing 3,-0.004092117307416892
13,Atp6v0b,"ATPase, H+ transporting, lysosomal V0 subunit B",-0.004106441872193744
13,Slc2a13,"solute carrier family 2 (facilitated glucose transporter), member 13",-0.0041251497065713716
13,Atrnl1,attractin like 1,-0.004135529927744902
13,Rbm25,RNA binding motif protein 25,-0.004166160543862299
13,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",-0.0041681610135132175
13,Clvs2,clavesin 2,-0.004204421153609957
13,Cacng3,"calcium channel, voltage-dependent, gamma subunit 3",-0.004212777785815078
13,Bmpr2,bone morphogenetic protein receptor type 2,-0.0042146338437529796
13,Slco3a1,"solute carrier organic anion transporter family, member 3a1",-0.004251694849486887
13,Nrxn2,neurexin II,-0.004272770428358867
13,Clcn3,"chloride channel, voltage-sensitive 3",-0.004325458006918783
13,Usp9x,"ubiquitin specific peptidase 9, X chromosome",-0.004399554014634965
13,Zdhhc21,"zinc finger, DHHC domain containing 21",-0.004403026565603386
13,Egfem1,EGF-like and EMI domain containing 1,-0.004420241307326784
13,Ncdn,neurochondrin,-0.004422217893441571
13,Clk1,CDC-like kinase 1,-0.004422805796070673
13,Pkp4,plakophilin 4,-0.004486630442226782
13,Pcsk1n,proprotein convertase subtilisin/kexin type 1 inhibitor,-0.004507639842344228
13,Upf2,UPF2 regulator of nonsense transcripts homolog (yeast),-0.004513230962805856
13,Eml4,echinoderm microtubule associated protein like 4,-0.004516477580899373
13,Chl1,cell adhesion molecule L1-like,-0.00452896964893307
13,Ccnt2,cyclin T2,-0.004579074754891612
13,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",-0.0046140238273121425
13,Stim2,stromal interaction molecule 2,-0.0046329161137840325
13,Sptbn2,"spectrin beta, non-erythrocytic 2",-0.004660213334600714
13,Gabrg2,"gamma-aminobutyric acid type A receptor, subunit gamma 2",-0.004680712929075999
13,Tent2,terminal nucleotidyltransferase 2,-0.004693155700449831
13,Arhgap5,Rho GTPase activating protein 5,-0.004704971932261453
13,Mef2d,myocyte enhancer factor 2D,-0.004720503982714218
13,Emsy,"EMSY, BRCA2-interacting transcriptional repressor",-0.0048575892601574544
13,Nexmif,neurite extension and migration factor,-0.004870585090992388
13,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4",-0.00487501611331086
13,Shank2,SH3 and multiple ankyrin repeat domains 2,-0.004878922333782321
13,Klc1,kinesin light chain 1,-0.0049050914217197775
13,Eml5,echinoderm microtubule associated protein like 5,-0.004912204112497822
13,Dbn1,drebrin 1,-0.00493251422393228
13,Rbm33,RNA binding motif protein 33,-0.004933282849884978
13,Galnt13,polypeptide N-acetylgalactosaminyltransferase 13,-0.004941388417193119
