Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_Set_Library,Direction
MSigDB_Hallmark_2020,UV Response Up,16/158,2.497828704763365e-05,0.00029973944457160385,0,0,3.6831105478371073,39.03177739513221,PLCL1;PDAP1;CCK;HSPA2;ENO2;RASGRP1;TUBA4A;DNAJA1;OLFM1;BSG;SELENOW;ALDOA;SQSTM1;SLC25A4;ATP6V1F;GRINA,MSigDB_Hallmark_2020,Upregulated_in_Control
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),44/705,4.972646411701646e-06,0.00030830407752550204,0,0,2.2228946041351487,27.14500723624688,ARF4;MTCH1;MTCH2;RPL10;ARL6IP1;ANP32A;MAGED1;FAIM2;PARK7;HMGB1;ACTB;RTN4;PTMS;PRDX5;UBB;ARHGDIA;CFL1;RACK1;RPS3;ARL6IP5;CTSB;BNIP3L;JUN;MEF2C;HSP90AA1;PLK2;RPS6;NME2;MT3;YWHAZ;HIGD2A;SOD1;MLLT11;DNAJA1;MORF4L1;OLFM1;MORF4L2;TRIM35;VDAC1;CALR;SQSTM1;PTMA;PPIA;TPT1,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035,5/13,2.620805120365121e-05,0.00035937790213006723,0,0,20.194791666666667,213.04382169010137,YWHAE;YWHAB;YWHAZ;YWHAG;YWHAH,Reactome_2022,Upregulated_in_Control
Reactome_2022,SARS-CoV-2 Targets Host Intracellular Signaling And Regulatory Pathways R-HSA-9755779,5/13,2.620805120365121e-05,0.00035937790213006723,0,0,20.194791666666667,213.04382169010137,YWHAE;YWHAB;YWHAZ;YWHAG;YWHAH,Reactome_2022,Upregulated_in_Control
Reactome_2022,Negative Regulation Of NOTCH4 Signaling R-HSA-9604323,9/53,2.697656825648968e-05,0.0003608938460654778,0,0,6.641206528370958,69.86909162203324,SEM1;PSMA4;PSMB5;UBB;RPS27A;YWHAZ;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Vif-mediated Degradation Of APOBEC3G R-HSA-180585,9/53,2.697656825648968e-05,0.0003608938460654778,0,0,6.641206528370958,69.86909162203324,SEM1;PSMA4;PSMB5;UBB;ELOB;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Transferrin Endocytosis And Recycling R-HSA-917977,7/31,3.126983182834459e-05,0.0004132892230806508,0,0,9.447951505016722,98.0022476800476,ATP6V1A;ATP6V0B;ATP6V1G2;ATP6V0E2;ATP6V1D;ATP6V0C;ATP6V1F,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),6/17,6.957820304364527e-06,0.000420032625742427,0,0,17.65123691000152,209.61981112755103,RPS15;RPS14;RPS28;RPS27;RPS5;RPSA,GO_Biological_Process_2023,Upregulated_in_Control
KEGG_2019_Mouse,Salmonella infection,11/78,2.193948383134214e-05,0.00043480067956659874,0,0,5.3421779988944165,57.30673272199159,CDC42;JUN;ARPC2;ARPC1A;ARPC5L;WASL;RAC1;ARPC5;ACTB;ACTG1;PFN2,KEGG_2019_Mouse,Upregulated_in_Control
Reactome_2022,Signaling By WNT R-HSA-195721,23/294,3.37458820314159e-05,0.00044070514986265766,0,0,2.78878025893661,28.71510028245008,TLE4;H2AZ1;VPS29;CLTA;YWHAZ;PSMA7;RBX1;TLE5;PPP2CA;SEM1;PPP3R1;PPP3CB;H2AJ;PSMA4;PSMB5;GNG2;UBB;PPP2R1A;GNB2;CALM1;RPS27A;UBA52;AP2M1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Membrane Trafficking R-HSA-199991,37/599,3.5311478301124565e-05,0.0004557257846627488,0,0,2.1829137637211167,22.37770928520869,ARF3;YWHAE;ARF4;RAB3A;STX16;YWHAB;ARPC1A;CLTA;NEDD8;WASL;NAPG;UBB;FTH1;RPS27A;RAB6A;RAB6B;AP2M1;YWHAG;YWHAH;GABARAPL2;HSPA8;TMED9;ARPC5;DYNLL1;DYNLL2;YWHAZ;CNIH1;NECAP1;ARPC2;RAB14;TRAPPC6B;CAPZA2;CHMP4B;CNIH2;CALM1;UBA52;VAMP2,Reactome_2022,Upregulated_in_Control
Reactome_2022,Amino Acids Regulate mTORC1 R-HSA-9639288,9/55,3.667988607395113e-05,0.0004678818025944696,0,0,6.351801867522615,64.87274378610155,ATP6V1A;ATP6V0B;ATP6V1G2;RHEB;SESN1;ATP6V0E2;ATP6V0C;ATP6V1D;ATP6V1F,Reactome_2022,Upregulated_in_Control
Reactome_2022,Neutrophil Degranulation R-HSA-6798695,31/468,4.187862022020508e-05,0.0005280557055352295,0,0,2.34293847024773,23.61854211759546,RAB3A;HSP90AB1;HMGB1;SRP14;CST3;PRDX5;PGRMC1;TTR;FTH1;RAB6A;ATP6V1D;CTSB;CCT2;HSPA8;HSP90AA1;NDUFA2;NME2;COMMD3;PDAP1;ARPC5;DYNLL1;EEF2;EEF1A1;PKM;RAP2B;RAB14;VAPA;CD47;ATP6V0C;PPIA;ARL8A,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Lysosomal Lumen Acidification (GO:0007042),6/18,1.0170298354535545e-05,0.0005982221647513983,0,0,16.179465776293824,185.99976975120117,ATP6V1A;ATP6V0B;RNASEK;ATP6V0C;ATP6V1D;ATP6V1F,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Negative Regulation Of FGFR2 Signaling R-HSA-5654727,7/34,5.912867715472023e-05,0.0007370927140764557,0,0,8.396878483835005,81.7502835296591,PPP2CA;UBB;PPP2R1A;RPS27A;FGF13;UBA52;FGFR2,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),19/202,1.296420348673742e-05,0.0007434970699643911,0,0,3.403905332065126,38.305231106028806,EIF4A2;RPL5;MTPN;RPL10;RPL13A;EEF2;EIF1;RPS4X;ENC1;SERBP1;RACK1;RPS3;EIF4H;EIF3H;RPL26;CALR;EIF3C;EIF1B;GAPDH,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,9/59,6.510555488769515e-05,0.0008024808282224897,0,0,5.84244966442953,56.31829753565103,SEM1;HSP90AA1;HSP90AB1;PSMA4;PSMB5;UBB;RPS27A;UBA52;PSMA7,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),6/19,1.4485021284612793e-05,0.0008104546055341888,0,0,14.93412097084885,166.40188166464785,YWHAE;FKBP1A;PPP3CB;PPP3R1;VDAC1;CALM2,GO_Biological_Process_2023,Upregulated_in_Control
KEGG_2019_Mouse,Oocyte meiosis,13/116,4.958159833225015e-05,0.0008627928654935859,0,0,4.11302807662031,40.76788512991521,YWHAE;YWHAB;YWHAZ;RBX1;PPP2CA;PPP3R1;PPP3CB;PPP2R1A;CALM3;CALM1;CALM2;YWHAG;YWHAH,KEGG_2019_Mouse,Upregulated_in_Control
KEGG_2019_Mouse,Retrograde endocannabinoid signaling,15/150,5.1450950694571634e-05,0.0008627928654935859,0,0,3.6271186440677967,35.81736722398025,NDUFA13;NDUFB10;NDUFB11;NDUFA4;NDUFA3;NDUFB3;NDUFA2;NDUFA1;GABRG2;GNG2;NDUFS7;GNB2;NDUFS5;NDUFS2;KCNJ3,KEGG_2019_Mouse,Upregulated_in_Control
Reactome_2022,Plasma Lipoprotein Clearance R-HSA-8964043,7/35,7.199802675608788e-05,0.0008775759483492044,0,0,8.096571906354516,77.23216180250408,NCEH1;UBB;CLTA;APOE;RPS27A;UBA52;AP2M1,Reactome_2022,Upregulated_in_Control
Reactome_2022,ER-Phagosome Pathway R-HSA-1236974,11/89,7.632161683522651e-05,0.000920052897453225,0,0,4.586182336182336,43.47955087930373,PDIA3;SEM1;PSMA4;PSMB5;UBB;NDUFA2;HMGB1;CALR;RPS27A;UBA52;PSMA7,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Axonogenesis (GO:0007409),18/188,1.711936098934086e-05,0.0009350431930844746,0,0,3.4677823429201324,38.05995332838973,SEMA5A;EPHA5;NTNG1;EPHA7;HSP90AA1;RAB3A;HSP90AB1;BDNF;APLP2;PLPPR4;APLP1;CCK;KLF7;PPP3CB;SLITRK2;MAP1B;MAP1A;FGFR2,GO_Biological_Process_2023,Upregulated_in_Control
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),8/39,1.7979033524989234e-05,0.0009591605327052396,0,0,8.370454422650889,91.45813201009716,RPL5;HSP90AB1;RPS7;RPL11;MAP1A;EIF3H;PARK7;RPL17,GO_Biological_Process_2023,Upregulated_in_Control
KEGG_2019_Mouse,Fc gamma R-mediated phagocytosis,11/87,6.180299076414237e-05,0.0009623608561845026,0,0,4.707358674463937,45.62164338828056,CDC42;MARCKSL1;MARCKS;ARPC2;CFL2;ARPC1A;CFL1;ARPC5L;WASL;RAC1;ARPC5,KEGG_2019_Mouse,Upregulated_in_Control
Reactome_2022,Spry Regulation Of FGF Signaling R-HSA-1295596,5/16,8.248238857194058e-05,0.000972937422187299,0,0,14.684848484848484,138.08054008911867,PPP2CA;UBB;PPP2R1A;RPS27A;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,VLDLR Internalisation And Degradation R-HSA-8866427,5/16,8.248238857194058e-05,0.000972937422187299,0,0,14.684848484848484,138.08054008911867,UBB;CLTA;RPS27A;UBA52;AP2M1,Reactome_2022,Upregulated_in_Control
Reactome_2022,RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,7/36,8.70648035863655e-05,0.0010053693635183,0,0,7.816976127320955,73.07979861379765,CDC42;ARPC2;ARPC1A;BRK1;WASL;ARPC5;ACTG1,Reactome_2022,Upregulated_in_Control
Reactome_2022,ROS And RNS Production In Phagocytes R-HSA-1222556,7/36,8.70648035863655e-05,0.0010053693635183,0,0,7.816976127320955,73.07979861379765,ATP6V1A;ATP6V0B;ATP6V1G2;ATP6V0E2;ATP6V1D;ATP6V0C;ATP6V1F,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Vacuolar Acidification (GO:0007035),7/29,1.956149534333938e-05,0.0010198652344913,0,0,10.307920340529035,111.75793062228712,ATP6V1A;ATP6V0B;RNASEK;ATP6V0E2;ATP6V1D;ATP6V0C;ATP6V1F,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,RHO GTPases Activate PKNs R-HSA-5625740,9/62,9.69824294679181e-05,0.0010968012899619,0,0,5.510890211472711,50.92603027898396,YWHAE;H2AZ1;H2AJ;MYL6;YWHAB;YWHAZ;YWHAG;YWHAH;MYL12B,Reactome_2022,Upregulated_in_Control
Reactome_2022,Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,9/62,9.69824294679181e-05,0.0010968012899619,0,0,5.510890211472711,50.92603027898396,CDC42;HSP90AA1;HSP90AB1;ARPC2;ARPC1A;BRK1;WASL;ARPC5;ACTG1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Calnexin/calreticulin Cycle R-HSA-901042,6/26,0.00010261178099263746,0.0011486237117237,0,0,9.703672787979968,89.12394366461503,PDIA3;UBB;CANX;CALR;RPS27A;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Beta-catenin Independent WNT Signaling R-HSA-3858494,14/142,0.00010582226196219895,0.0011725961754801,0,0,3.565699027072758,32.63951620378818,CLTA;PSMA7;SEM1;PPP3R1;PPP3CB;PSMA4;GNG2;PSMB5;UBB;GNB2;CALM1;RPS27A;UBA52;AP2M1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Protein Methylation R-HSA-8876725,5/17,0.00011395120080361056,0.0012500446728156,0,0,13.460416666666667,122.21708718314235,EEF1A1;HSPA8;RPS2;EEF2;CALM1,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),7/30,2.485322805412236e-05,0.0012669623368034,0,0,9.859240948087828,104.5328280498276,YWHAE;FKBP1A;PPP3CB;PPP3R1;CALM3;CALM1;CALM2,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Adaptive Immune System R-HSA-1280218,41/733,0.0001241571444977594,0.0013420934352161,0,0,1.9647619194031076,17.67099502525109,CD81;YWHAB;CLSTN1;CLTA;UBE3A;ICAM5;HMGB1;RASGRP1;PSMA7;CDC42;PPP2CA;PPP3R1;PPP3CB;PSMB5;UBB;PPP2R1A;ELOB;RPS27A;AP2M1;CTSB;PDIA3;PIANP;NDUFA2;FBXL16;DYNLL1;DYNLL2;YWHAZ;RBX1;PJA1;KLHL9;FKBP1A;SEM1;PSMA4;CANX;CAPZA2;ORAI2;CALR;CALM1;UBA52;PPIA;RNF220,Reactome_2022,Upregulated_in_Control
Reactome_2022,Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,9/64,0.00012478899762264823,0.0013420934352161,0,0,5.309945088468578,47.73049247889737,SEM1;PSMA4;PSMB5;UBB;ELOB;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Signaling By Interleukins R-HSA-449147,29/453,0.00013309088205852606,0.0014132244150853,0,0,2.2526819640985325,20.10401139404982,USP14;CEBPD;CLSTN1;HMGB1;PSMA7;CDC42;PPP2CA;PSMB5;UBB;PPP2R1A;NDN;RPS27A;HSPA8;MEF2C;JUN;HSP90AA1;DUSP3;YWHAZ;RBX1;SOD1;SEM1;PSMA4;CANX;HNRNPA2B1;FGF13;UBA52;SQSTM1;PPIA;VAMP2,Reactome_2022,Upregulated_in_Control
Reactome_2022,GSK3B And BTRC:CUL1-mediated-degradation Of NFE2L2 R-HSA-9762114,8/51,0.00013526760581946887,0.0014132244150853,0,0,6.030774025164583,53.72367573595111,SEM1;PSMA4;PSMB5;UBB;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Translocation Of SLC2A4 (GLUT4) To Plasma Membrane R-HSA-1445148,8/51,0.00013526760581946887,0.0014132244150853,0,0,6.030774025164583,53.72367573595111,YWHAE;RAB14;YWHAB;CALM1;YWHAZ;YWHAG;VAMP2;YWHAH,Reactome_2022,Upregulated_in_Control
Reactome_2022,Regulation Of RAS By GAPs R-HSA-5658442,9/65,0.00014101544680918636,0.0014593768410346,0,0,5.214854985618408,46.23824765943816,SEM1;PSMA4;PSMB5;UBB;RASAL2;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Ribosomal Large Subunit Biogenesis (GO:0042273),9/54,3.151329385185918e-05,0.0015715542629601,0,0,6.493288590604027,67.30359254502733,RPL5;RPL10;RPL11;RPL14;RPL35A;RPL23A;RPL26;RPL6;RPL7,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Signaling By NOTCH4 R-HSA-9013694,10/81,0.0001621661305878076,0.0016625817313535,0,0,4.574269144277429,39.91914022518449,SEM1;PSMA4;PSMB5;SNW1;UBB;RPS27A;YWHAZ;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
KEGG_2019_Mouse,Phagosome,16/180,0.0001204852351424535,0.0017510520840703,0,0,3.185390699407843,28.74491261074428,ATP6V1A;ATP6V0B;ATP6V1G2;ACTB;TUBA4A;ACTG1;TUBB5;TUBA1A;TUBB2A;CANX;CALR;RAC1;ATP6V0E2;ATP6V1D;ATP6V0C;ATP6V1F,KEGG_2019_Mouse,Upregulated_in_Control
KEGG_2019_Mouse,Collecting duct acid secretion,6/27,0.0001285779453865431,0.0017518745058916,0,0,9.241116145957548,82.79093091385236,ATP6V1A;ATP6V1G2;ATP6V0E2;ATP6V1D;ATP6V0C;ATP6V1F,KEGG_2019_Mouse,Upregulated_in_Control
GO_Biological_Process_2023,Intracellular pH Reduction (GO:0051452),7/32,3.898816441821616e-05,0.0019029542377742,0,0,9.069565217391304,92.07651555674718,ATP6V1A;ATP6V0B;RNASEK;ATP6V0E2;ATP6V1D;ATP6V0C;ATP6V1F,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Negative Regulation Of FGFR3 Signaling R-HSA-5654732,6/29,0.00019599310715320451,0.0019907818383987,0,0,8.436669812005517,72.02748695451254,PPP2CA;UBB;PPP2R1A;RPS27A;FGF13;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Cellular Response To Heat Stress R-HSA-3371556,11/99,0.00020071536861239573,0.002014951371541,0,0,4.062920875420875,34.590175515355035,EEF1A1;YWHAE;HSPA8;HSP90AA1;HSP90AB1;UBB;DNAJB6;ST13;HSBP1;PTGES3;HSPA2,Reactome_2022,Upregulated_in_Control
Reactome_2022,AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408,8/54,0.0002041328367145088,0.002014951371541,0,0,5.636588740805476,47.89262685122864,SEM1;HSPA8;PSMA4;PSMB5;UBB;RPS27A;UBA52;PSMA7,Reactome_2022,Upregulated_in_Control
Reactome_2022,FBXL7 Down-Regulates AURKA During Mitotic Entry And In Early Mitosis R-HSA-8854050,8/54,0.0002041328367145088,0.002014951371541,0,0,5.636588740805476,47.89262685122864,SEM1;PSMA4;PSMB5;UBB;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Negative Regulation Of MAPK Pathway R-HSA-5675221,7/41,0.00020571973893582563,0.002014951371541,0,0,6.665699390123943,56.585094167385975,PPP2CA;UBB;YWHAB;PPP2R1A;PEBP1;RPS27A;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Pexophagy R-HSA-9664873,4/11,0.000230912639901358,0.0022000109041685,0,0,18.43403850724982,154.3568887191708,UBB;RPS27A;SQSTM1;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Regulation Of BACH1 Activity R-HSA-9708530,4/11,0.000230912639901358,0.0022000109041685,0,0,18.43403850724982,154.3568887191708,UBB;RPS27A;UBA52;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Degradation Of DVL R-HSA-4641258,8/55,0.000232635610650462,0.0022000109041685,0,0,5.516376207277522,46.150208732265305,SEM1;PSMA4;PSMB5;UBB;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Intrinsic Pathway For Apoptosis R-HSA-109606,8/55,0.000232635610650462,0.0022000109041685,0,0,5.516376207277522,46.150208732265305,YWHAE;PPP3R1;YWHAB;DYNLL1;DYNLL2;YWHAZ;YWHAG;YWHAH,Reactome_2022,Upregulated_in_Control
Reactome_2022,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,11/101,0.0002397097277727189,0.0022475347980057,0,0,3.9722222222222223,33.112769508200074,PPP2CA;USP14;MEF2C;JUN;DUSP3;UBB;PPP2R1A;NDUFA2;HMGB1;RPS27A;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,M Phase R-HSA-68886,25/380,0.0002517868309192533,0.0023407640128679,0,0,2.311801845556096,19.157734837511036,YWHAE;SET;PSMA7;PPP2CA;TUBA1A;PSMB5;UBB;PPP2R1A;RPS27A;YWHAG;RAB2A;H2AZ1;HSP90AA1;DYNLL1;DYNLL2;TUBA4A;SEM1;H2AJ;RPS27;PSMA4;TUBB2A;NME7;CHMP4B;UBA52;RAN,Reactome_2022,Upregulated_in_Control
Reactome_2022,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,11/102,0.00026149100463611694,0.0024105515301329,0,0,3.928367928367929,32.405541809880646,PPP2CA;USP14;MEF2C;JUN;DUSP3;UBB;PPP2R1A;NDUFA2;HMGB1;RPS27A;UBA52,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Modification-Dependent Macromolecule Catabolic Process (GO:0043632),4/8,5.267163678110824e-05,0.0024658925464461,0,0,32.26455906821963,317.85215641532506,UBB;NEDD8;RPS27A;UBA52,GO_Biological_Process_2023,Upregulated_in_Control
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667),4/8,5.267163678110824e-05,0.0024658925464461,0,0,32.26455906821963,317.85215641532506,RPL5;RPS7;RPL11;RPL17,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,11/103,0.000284918929699444,0.0025948604366058,0,0,3.8854669887278575,31.718255497584604,PPP2CA;USP14;MEF2C;JUN;DUSP3;UBB;PPP2R1A;NDUFA2;HMGB1;RPS27A;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Late Endosomal Microautophagy R-HSA-9615710,6/31,0.00028858065019682106,0.0025948604366058,0,0,7.760934891485809,63.25577892409157,HSPA8;UBB;CHMP4B;PARK7;RPS27A;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Negative Regulation Of FGFR4 Signaling R-HSA-5654733,6/31,0.00028858065019682106,0.0025948604366058,0,0,7.760934891485809,63.25577892409157,PPP2CA;UBB;PPP2R1A;RPS27A;FGF13;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,10/87,0.0002937868651947826,0.0026201966757615,0,0,4.216522972825494,34.29153086186556,YWHAE;HSP90AA1;TUBA1A;UBB;PPP2R1A;DYNLL1;RPS27A;UBA52;YWHAG;TUBA4A,Reactome_2022,Upregulated_in_Control
Reactome_2022,Antigen processing-Cross Presentation R-HSA-1236975,11/104,0.0003100913845606835,0.0027433084585731,0,0,3.843488649940263,31.05017465689812,PDIA3;SEM1;PSMA4;PSMB5;UBB;NDUFA2;CALR;HMGB1;RPS27A;UBA52;PSMA7,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Protein Stabilization (GO:0050821),18/208,6.566276386811074e-05,0.0029999928659822,0,0,3.099524791535909,29.85145679221173,RPL5;CCT2;HSP90AA1;HSP90AB1;RPS7;PTGES3;RPL11;USP2;PARK7;ATP1B1;MT3;NAPG;RTN4;CALR;PPIB;RPL17;GAPDH;PFN2,GO_Biological_Process_2023,Upregulated_in_Control
GO_Biological_Process_2023,Protein-Containing Complex Assembly (GO:0065003),24/328,6.669556938321466e-05,0.0029999928659822,0,0,2.5941208442793733,24.94343701705273,CCT2;HSP90AA1;HSP90AB1;GPX4;PTGES3;CLTA;CHCHD10;COX7A2;WASL;NSG1;NAPG;HIGD2A;FKBP1A;COX7A2L;CALY;NSG2;PPP2R1A;CAPZA2;RPL38;ELOB;STXBP6;VAMP2;AP2M1;RAB5IF,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Cellular Response To Hypoxia R-HSA-1234174,9/73,0.000345749529153827,0.0030342978678539,0,0,4.56111052852349,36.35112021422316,SEM1;PSMA4;PSMB5;UBB;ELOB;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,11/106,0.00036608170731529887,0.0031872351819435,0,0,3.7621832358674463,29.768854250513147,PPP2CA;USP14;MEF2C;JUN;DUSP3;UBB;PPP2R1A;NDUFA2;HMGB1;RPS27A;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Degradation Of GLI1 By Proteasome R-HSA-5610780,8/59,0.0003811361352137795,0.0032405544309097,0,0,5.082668243176667,40.01256335151239,SEM1;PSMA4;PSMB5;UBB;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Degradation Of GLI2 By Proteasome R-HSA-5610783,8/59,0.0003811361352137795,0.0032405544309097,0,0,5.082668243176667,40.01256335151239,SEM1;PSMA4;PSMB5;UBB;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,GLI3 Is Processed To GLI3R By Proteasome R-HSA-5610785,8/59,0.0003811361352137795,0.0032405544309097,0,0,5.082668243176667,40.01256335151239,SEM1;PSMA4;PSMB5;UBB;RPS27A;UBA52;PSMA7;RBX1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Clathrin-mediated Endocytosis R-HSA-8856828,13/142,0.0003840219471451887,0.0032405544309097,0,0,3.2796197360150847,25.79358889347802,HSPA8;ARPC1A;CLTA;NEDD8;ARPC5;WASL;NECAP1;UBB;ARPC2;RPS27A;UBA52;AP2M1;VAMP2,Reactome_2022,Upregulated_in_Control
Reactome_2022,MyD88-independent TLR4 Cascade R-HSA-166166,11/107,0.0003971158476764804,0.0033254662969549,0,0,3.722800925925926,29.15430578721613,PPP2CA;USP14;MEF2C;JUN;DUSP3;UBB;PPP2R1A;NDUFA2;HMGB1;RPS27A;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Negative Regulation Of FGFR1 Signaling R-HSA-5654726,6/33,0.0004123964774439031,0.0034272646648178,0,0,7.185308848080133,55.99888663683088,PPP2CA;UBB;PPP2R1A;RPS27A;FGF13;UBA52,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Regulation Of Lysosomal Lumen pH (GO:0035751),6/25,8.099075401681038e-05,0.003505524334237,0,0,10.21491960284685,96.2365508866998,ATP6V1A;ATP6V0B;RNASEK;ATP6V1D;ATP6V0C;ATP6V1F,GO_Biological_Process_2023,Upregulated_in_Control
GO_Biological_Process_2023,Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051),6/25,8.099075401681038e-05,0.003505524334237,0,0,10.21491960284685,96.2365508866998,RPL5;GABARAPL2;HSP90AB1;RPS7;RPL11;RPL17,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,PINK1-PRKN Mediated Mitophagy R-HSA-5205685,5/22,0.0004278163902569843,0.003528681053473,0,0,9.499019607843136,73.6821515449513,UBB;VDAC1;RPS27A;SQSTM1;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,Protein Localization R-HSA-9609507,14/164,0.0004753269533072184,0.0038453037162614,0,0,3.039255499153976,23.254886756675518,DNAJC19;ATAD1;TIMM8B;PRNP;COX17;CHCHD10;CHCHD2;UBB;VAPA;VDAC1;RPS27A;UBA52;SLC25A4;VAMP2,Reactome_2022,Upregulated_in_Control
Reactome_2022,NF-kB Is Activated And Signals Survival R-HSA-209560,4/13,0.0004767195126814508,0.0038453037162614,0,0,14.336106489184692,109.65088982452836,UBB;RPS27A;SQSTM1;UBA52,Reactome_2022,Upregulated_in_Control
Reactome_2022,p75NTR Recruits Signaling Complexes R-HSA-209543,4/13,0.0004767195126814508,0.0038453037162614,0,0,14.336106489184692,109.65088982452836,UBB;RPS27A;SQSTM1;UBA52,Reactome_2022,Upregulated_in_Control
MSigDB_Hallmark_2020,mTORC1 Signaling,16/200,0.0004008639354250192,0.0038482937800801,0,0,2.8361998966560864,22.18443935930344,TPI1;ARPC5L;PDAP1;CACYBP;ACSL3;TUBA4A;MLLT11;PSMA4;PSMB5;CANX;CALR;ALDOA;SQSTM1;PPIA;ATP6V1D;GAPDH,MSigDB_Hallmark_2020,Upregulated_in_Control
Reactome_2022,EPHB-mediated Forward Signaling R-HSA-3928662,6/34,0.00048809710257682366,0.0039083395731881,0,0,6.928332935845456,52.82851224729068,CDC42;ARPC2;ARPC1A;WASL;ARPC5;ACTG1,Reactome_2022,Upregulated_in_Control
Reactome_2022,Uptake And Function Of Diphtheria Toxin R-HSA-5336415,3/6,0.000514509661942923,0.0040750076880495,0,0,32.21262458471761,243.9235354944562,HSP90AA1;HSP90AB1;EEF2,Reactome_2022,Upregulated_in_Control
